complemento.valorTotal,dets.nItem,dets.prod.indTot,dets.prod.qCom,dets.prod.uCom,dets.prod.vProd,dets.prod.vUnCom,dets.prod.xProd,emit.cnpj,emit.enderEmit.fone,emit.enderEmit.uf,emit.enderEmit.xBairro,emit.enderEmit.xLgr,emit.enderEmit.xMun,emit.enderEmit.xPais,emit.xFant,ide.dhEmi.$date,ide.natOp,infAdic.infCpl,total.icmsTot.vbc,total.icmsTot.vbcst,total.icmsTot.vcofins,total.icmsTot.vDesc,total.icmsTot.vFrete,total.icmsTot.vicms,total.icmsTot.vicmsDeson,total.icmsTot.vii,total.icmsTot.vipi,total.icmsTot.vnf,total.icmsTot.vOutro,total.icmsTot.vpis,total.icmsTot.vProd,total.icmsTot.vSeg,total.icmsTot.vst,total.icmsTot.vTotTrib,versaoDocumento
"118,82",2,1,1,UN,"3,85","3,85",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T12:49:50.000Z,VENDA,Mesa 23,0,0,0,0,0,0,0,0,0,"118,83",0,0,"118,83",0,0,"8,27",[Record]
"118,82",3,1,"1,62",KG,"111,13","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T12:49:50.000Z,VENDA,Mesa 23,0,0,0,0,0,0,0,0,0,"118,83",0,0,"118,83",0,0,"8,27",[Record]
"118,84",1,1,1,UN,"4,9","4,9",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:32:08.000Z,VENDA,Mesa 25,0,0,0,0,0,0,0,0,0,"118,85",0,0,"118,85",0,0,"10,9",1
"118,84",2,1,"1,53",KG,"104,95","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:32:08.000Z,VENDA,Mesa 25,0,0,0,0,0,0,0,0,0,"118,85",0,0,"118,85",0,0,"10,9",1
"118,84",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:32:08.000Z,VENDA,Mesa 25,0,0,0,0,0,0,0,0,0,"118,85",0,0,"118,85",0,0,"10,9",1
"118,84",4,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:32:08.000Z,VENDA,Mesa 25,0,0,0,0,0,0,0,0,0,"118,85",0,0,"118,85",0,0,"10,9",1
"119,18",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:14:20.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"119,19",0,0,"119,19",0,0,"20,09",1
"119,18",2,1,1,UN,6,6,SOBREMESA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:14:20.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"119,19",0,0,"119,19",0,0,"20,09",1
"119,18",3,1,"1,22",KG,"83,69","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:14:20.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"119,19",0,0,"119,19",0,0,"20,09",1
"119,18",4,1,4,UN,26,"6,5",CERVEJA LATA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:14:20.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"119,19",0,0,"119,19",0,0,"20,09",1
"119,47",1,1,3,UN,3,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:30:26.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"80,65",0,0,"119,48",0,0,"6,9",1
"119,47",2,1,"1,7",KG,"116,48","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:30:26.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"80,65",0,0,"119,48",0,0,"6,9",1
"119,95",1,1,3,UN,"13,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:32:33.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"94,95",0,0,"119,95",0,0,"6,91",1
"119,95",2,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:32:33.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"94,95",0,0,"119,95",0,0,"6,91",1
"119,95",3,1,"1,202",KG,"82,45","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:32:33.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"94,95",0,0,"119,95",0,0,"6,91",1
"119,95",4,1,3,UN,"13,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:32:33.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"94,95",0,0,"119,95",0,0,"6,91",1
"12,07",1,1,"0,176",KG,"12,07","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T13:35:49.000Z,VENDA,Mesa 73,0,0,0,0,0,0,0,0,0,"12,07",0,0,"12,07",0,0,"0,51",1
"12,75",1,1,"0,186",KG,"12,75","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:12:48.000Z,VENDA,Mesa 83,0,0,0,0,0,0,0,0,0,"12,75",0,0,"12,75",0,0,"0,54",1
"12,75",1,1,"0,186",KG,"12,75","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T14:01:32.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"12,75",0,0,"12,75",0,0,"0,54",1
"120,21",1,1,"1,536",KG,"105,36","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:51:23.000Z,VENDA,Mesa 76,0,0,0,0,0,0,0,0,0,"120,21",0,0,"120,21",0,0,"11,36",[Record]
"120,21",2,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:51:23.000Z,VENDA,Mesa 76,0,0,0,0,0,0,0,0,0,"120,21",0,0,"120,21",0,0,"11,36",[Record]
"120,21",3,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:51:23.000Z,VENDA,Mesa 76,0,0,0,0,0,0,0,0,0,"120,21",0,0,"120,21",0,0,"11,36",[Record]
"120,21",4,1,1,UN,"4,95","4,95",CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:51:23.000Z,VENDA,Mesa 76,0,0,0,0,0,0,0,0,0,"120,21",0,0,"120,21",0,0,"11,36",[Record]
"120,39",1,1,1,UN,1,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:54:17.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"120,43",0,0,"120,43",0,0,"16,54",1
"120,39",2,1,1,UN,"6,5","6,5",SUSHI ESPECIAL,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:54:17.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"120,43",0,0,"120,43",0,0,"16,54",1
"120,39",3,1,1,UN,15,15,SAKE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:54:17.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"120,43",0,0,"120,43",0,0,"16,54",1
"120,39",4,1,"1,362",KG,"93,43","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:54:17.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"120,43",0,0,"120,43",0,0,"16,54",1
"120,39",5,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:54:17.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"120,43",0,0,"120,43",0,0,"16,54",1
"120,78",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T12:58:51.000Z,VENDA,Mesa 30,0,0,0,0,0,0,0,0,0,"120,8",0,0,"120,8",0,0,"6,56",1
"120,78",2,1,"1,71",KG,"117,3","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T12:58:51.000Z,VENDA,Mesa 30,0,0,0,0,0,0,0,0,0,"120,8",0,0,"120,8",0,0,"6,56",1
"121,11",1,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:59:27.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"121,12",0,0,"121,12",0,0,"11,05",1
"121,11",2,1,1,UN,1,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:59:27.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"121,12",0,0,"121,12",0,0,"11,05",1
"121,11",3,1,1,UN,1,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:59:27.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"121,12",0,0,"121,12",0,0,"11,05",1
"121,11",4,1,1,UN,12,12,CAIPIRINHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:59:27.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"121,12",0,0,"121,12",0,0,"11,05",1
"121,11",5,1,"1,496",KG,"102,62","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:59:27.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"121,12",0,0,"121,12",0,0,"11,05",1
"121,16",1,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:39:48.000Z,VENDA,Mesa 27,0,0,0,0,0,0,0,0,0,"121,2",0,0,"121,2",0,0,"8,91",1
"121,16",2,1,"1,57",KG,"107,7","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:39:48.000Z,VENDA,Mesa 27,0,0,0,0,0,0,0,0,0,"121,2",0,0,"121,2",0,0,"8,91",1
"121,16",3,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:39:48.000Z,VENDA,Mesa 27,0,0,0,0,0,0,0,0,0,"121,2",0,0,"121,2",0,0,"8,91",1
"121,16",4,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T20:39:48.000Z,VENDA,Mesa 27,0,0,0,0,0,0,0,0,0,"121,2",0,0,"121,2",0,0,"8,91",1
"121,2",1,1,1,UN,"5,5","5,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,2",2,1,2,UN,"13,8","6,9",CERVEJA LATA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,2",3,1,"1,248",KG,"85,61","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,2",4,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,2",5,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,2",6,1,2,UN,"6,4","3,2",DOCINHOS,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-23T13:59:07.000Z,VENDA,Mesa 66,0,0,0,0,0,0,0,0,0,"121,21",0,0,"121,21",0,0,"17,89",[Record]
"121,43",1,1,1,UN,"23,8","23,8",SUSHI ESPECIAL,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,43",2,1,"0,658",KG,"45,13","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,43",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,43",4,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,43",5,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,43",6,1,1,UN,12,12,SOBREMESA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T23:13:37.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"94,43",0,0,"121,43",0,0,"12,46",1
"121,54",1,1,2,UN,7,"3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:39:59.000Z,VENDA,Mesa 28,0,0,0,0,0,0,0,0,0,"121,56",0,0,"121,56",0,0,"11,06",1
"121,54",2,1,2,UN,7,"3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:39:59.000Z,VENDA,Mesa 28,0,0,0,0,0,0,0,0,0,"121,56",0,0,"121,56",0,0,"11,06",1
"121,54",3,1,"1,568",KG,"107,56","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T21:39:59.000Z,VENDA,Mesa 28,0,0,0,0,0,0,0,0,0,"121,56",0,0,"121,56",0,0,"11,06",1
"122,02",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:22:30.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"106,03",0,0,"122,03",0,0,"9,04",1
"122,02",2,1,"1,33",KG,"91,23","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:22:30.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"106,03",0,0,"122,03",0,0,"9,04",1
"122,02",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:22:30.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"106,03",0,0,"122,03",0,0,"9,04",1
"122,02",4,1,1,UN,"6,8","6,8",HARUMAKI,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T13:22:30.000Z,VENDA,Mesa 77,0,0,0,0,0,0,0,0,0,"106,03",0,0,"122,03",0,0,"9,04",1
"122,05",1,1,"1,386",KG,"95,07","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T21:57:08.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"104,07",0,0,"122,07",0,0,"9,61",1
"122,05",2,1,6,UN,27,"4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T21:57:08.000Z,VENDA,Mesa 69,0,0,0,0,0,0,0,0,0,"104,07",0,0,"122,07",0,0,"9,61",1
"122,55",1,1,1,UN,15,15,SAKE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T20:55:07.000Z,VENDA,Mesa 24,0,0,0,0,0,0,0,0,0,"122,56",0,0,"122,56",0,0,"11,53",[Record]
"122,55",2,1,"1,568",KG,"107,56","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T20:55:07.000Z,VENDA,Mesa 24,0,0,0,0,0,0,0,0,0,"122,56",0,0,"122,56",0,0,"11,53",[Record]
"123,96",1,1,"1,55",KG,"105,98","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T12:26:17.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"79,65",0,0,"123,98",0,0,"11,17",1
"123,96",2,1,2,UN,9,"4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T12:26:17.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"79,65",0,0,"123,98",0,0,"11,17",1
"123,96",3,1,2,UN,9,"4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T12:26:17.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"79,65",0,0,"123,98",0,0,"11,17",1
"123,97",1,1,1,UN,"20,9","20,9",SAKE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:36:30.000Z,VENDA,Mesa 21,0,0,0,0,0,0,0,0,0,"114,99",0,0,"123,99",0,0,"16,84",1
"123,97",2,1,"1,306",KG,"89,59","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:36:30.000Z,VENDA,Mesa 21,0,0,0,0,0,0,0,0,0,"114,99",0,0,"123,99",0,0,"16,84",1
"123,97",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:36:30.000Z,VENDA,Mesa 21,0,0,0,0,0,0,0,0,0,"114,99",0,0,"123,99",0,0,"16,84",1
"124,03",1,1,2,UN,9,"4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:50:38.000Z,VENDA,Mesa 29,0,0,0,0,0,0,0,0,0,"124,05",0,0,"124,05",0,0,"7,12",1
"124,03",2,1,1,UN,"4,5","4,5",LIMONADA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:50:38.000Z,VENDA,Mesa 29,0,0,0,0,0,0,0,0,0,"124,05",0,0,"124,05",0,0,"7,12",1
"124,03",3,1,"1,546",KG,"106,05","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:50:38.000Z,VENDA,Mesa 29,0,0,0,0,0,0,0,0,0,"124,05",0,0,"124,05",0,0,"7,12",1
"124,03",4,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:50:38.000Z,VENDA,Mesa 29,0,0,0,0,0,0,0,0,0,"124,05",0,0,"124,05",0,0,"7,12",1
"124,64",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:20:33.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"124,67",0,0,"124,67",0,0,"11,4",1
"124,64",2,1,1,UN,"6,5","6,5",SUSHI ESPECIAL,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:20:33.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"124,67",0,0,"124,67",0,0,"11,4",1
"124,64",3,1,"1,606",KG,"110,17","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:20:33.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"124,67",0,0,"124,67",0,0,"11,4",1
"124,64",4,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:20:33.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"124,67",0,0,"124,67",0,0,"11,4",1
"124,86",1,1,1,UN,"4,5","4,5",LIMONADA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T21:23:56.000Z,VENDA,Mesa 35,0,0,0,0,0,0,0,0,0,"115,87",0,0,"124,87",0,0,"7,31",[Record]
"124,86",2,1,"1,558",KG,"106,87","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T21:23:56.000Z,VENDA,Mesa 35,0,0,0,0,0,0,0,0,0,"115,87",0,0,"124,87",0,0,"7,31",[Record]
"124,86",3,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T21:23:56.000Z,VENDA,Mesa 35,0,0,0,0,0,0,0,0,0,"115,87",0,0,"124,87",0,0,"7,31",[Record]
125,1,1,1,UN,"4,9","4,9",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:39:55.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"125,01",0,0,"125,01",0,0,"15,42",1
125,2,1,1,UN,"6,5","6,5",SUSHI ESPECIAL,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:39:55.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"125,01",0,0,"125,01",0,0,"15,42",1
125,3,1,1,UN,"12,5","12,5",WHISKY,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:39:55.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"125,01",0,0,"125,01",0,0,"15,42",1
125,4,1,"1,474",KG,"101,11","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:39:55.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"125,01",0,0,"125,01",0,0,"15,42",1
"125,36",1,1,"1,434",KG,"98,37","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:54:02.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"107,37",0,0,"125,37",0,0,"9,73",[Record]
"125,36",2,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:54:02.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"107,37",0,0,"125,37",0,0,"9,73",[Record]
